material_id,formula,spacegroup_number,spacegroup_symbol,energy_above_hull,is_stable,gcnn_probability,nequip_probability,gcnn_v6_prob,nequip_v2_prob,avg_prob,min_prob
mp-634410,NaN3,5,C2,0.2695652075,False,0.9999947547912598,0.9999985694885254,0.9999993244806924,0.9999994039535522,0.9999980131785074,0.9999947547912598
mp-1035758,KMg14BO15,25,Pmm2,0.296678774278592,False,0.999994158744812,0.9999983310699464,0.9999993642171224,1.0,0.9999979635079702,0.999994158744812
mp-1034270,RbMg14BO15,25,Pmm2,0.372348127272726,False,0.9999942779541016,0.9999982118606568,0.9999992847442628,1.0,0.9999979436397552,0.9999942779541016
mp-1222100,Mg4Te3S,25,Pmm2,0.034163601875,False,0.9999946355819702,0.9999979734420776,0.999999205271403,0.9999998807907104,0.9999979237715403,0.9999946355819702
mp-1190649,MgO,8,Cm,0.153608795416666,False,0.9999940395355223,0.9999983310699464,0.9999993642171224,0.9999997615814208,0.999997874101003,0.9999940395355223
mp-1245532,LiSbN2,33,Pna2_1,0.095194543333332,False,0.9999951124191284,0.9999972581863404,0.999999205271403,0.9999998807907104,0.9999978641668955,0.9999951124191284
mp-580554,CsLi3Br4,26,Pmc2_1,0.051401969374999,False,0.9999949932098388,0.9999974966049194,0.9999990463256836,0.9999998807907104,0.9999978542327881,0.9999949932098388
mp-1195294,K14ZnGe16,31,Pmn2_1,0.0,True,0.9999946355819702,0.9999979734420776,0.9999987681706748,1.0,0.9999978442986807,0.9999946355819702
mp-1077078,KCN,9,Cc,0.125557558750001,False,0.9999947547912598,0.9999974966049194,0.999999483426412,0.9999996423721312,0.9999978442986807,0.9999947547912598
mp-768682,Rb5FeO4,31,Pmn2_1,0.032673567125,False,0.9999943971633912,0.9999977350234984,0.9999993244806924,0.9999998807907104,0.9999978343645731,0.9999943971633912
mp-675153,Ca16HN8,31,Pmn2_1,0.029587961600004,False,0.9999939203262328,0.9999980926513672,0.9999992847442628,1.0,0.9999978244304657,0.9999939203262328
mp-557027,Rb2Be2Si2O7,34,Pnn2,0.0,True,0.9999945163726808,0.9999974966049194,0.9999993642171224,0.9999998807907104,0.9999978144963583,0.9999945163726808
mp-2748904,Rb4SnO3,9,Cc,0.0,True,0.9999949932098388,0.9999971389770508,0.999999443689982,0.9999996423721312,0.9999978045622507,0.9999949932098388
mp-1212053,K2MgGeO4,29,Pca2_1,0.0,True,0.999994158744812,0.999997854232788,0.9999992450078328,0.9999998807907104,0.9999977846940358,0.999994158744812
mp-18361,K7NbAs4,31,Pmn2_1,0.0,True,0.9999946355819702,0.9999970197677612,0.999999443689982,0.9999998807907104,0.999997744957606,0.9999946355819702
mp-1202105,K3AsS4,33,Pna2_1,0.001672578125,False,0.9999942779541016,0.9999972581863404,0.999999443689982,0.9999998807907104,0.9999977151552836,0.9999942779541016
mp-1189646,LiH2N,33,Pna2_1,0.083717961249999,False,0.9999942779541016,0.9999974966049194,0.999999205271403,0.9999998807907104,0.9999977151552836,0.9999942779541016
mp-1247239,Cs3Mo2N5,80,I4_1,0.021616935250001,False,0.9999929666519164,0.9999984502792358,0.9999993642171224,1.0,0.9999976952870687,0.9999929666519164
mp-1223933,K4Sr2SnAs4,9,Cc,0.012457290757569,False,0.9999945163726808,0.999997615814209,0.9999991655349731,0.9999994039535522,0.9999976754188538,0.9999945163726808
mp-550498,Li4CO4,5,C2,0.146751537777778,False,0.9999947547912598,0.9999971389770508,0.9999994039535522,0.9999994039535522,0.9999976754188538,0.9999947547912598
mp-1211307,Li3GeO4,31,Pmn2_1,0.084187162541667,False,0.9999948740005492,0.9999966621398926,0.9999990463256836,1.0,0.9999976456165314,0.9999948740005492
mp-15171,K2MgSiO4,29,Pca2_1,0.0,True,0.9999935626983644,0.999997854232788,0.9999991257985432,1.0,0.9999976356824238,0.9999935626983644
mp-20310,LiInSe2,33,Pna2_1,0.000827533749999,False,0.9999951124191284,0.9999961853027344,0.9999991257985432,1.0,0.9999976058801014,0.9999951124191284
mp-6386,K2ZnGeO4,29,Pca2_1,0.0,True,0.9999938011169434,0.99999737739563,0.9999993244806924,0.9999998807907104,0.999997595945994,0.9999938011169434
mp-22655,KNiPO4,33,Pna2_1,0.0,True,0.9999936819076538,0.9999974966049194,0.9999991655349731,1.0,0.9999975860118866,0.9999936819076538
mp-15148,K4Nb2S11,29,Pca2_1,0.006857118878675,False,0.999992847442627,0.999997854232788,0.9999996026357016,1.0,0.9999975760777792,0.999992847442627
mp-17964,Na2Ge2Se5,33,Pna2_1,0.0,True,0.9999936819076538,0.99999737739563,0.999999205271403,1.0,0.9999975661436716,0.9999936819076538
mp-1031091,RbLiMg6O7,99,P4mm,0.427710376749996,False,0.999992847442627,0.9999980926513672,0.9999993244806924,1.0,0.9999975661436716,0.999992847442627
mp-1223803,K6Zn4Sn5S17,5,C2,0.0,True,0.9999951124191284,0.9999972581863404,0.999999205271403,0.9999986886978148,0.9999975661436716,0.9999951124191284
mp-555007,Rb4V5CdClO15,75,P4,0.0,True,0.9999936819076538,0.9999974966049194,0.9999991655349731,0.9999998807907104,0.9999975562095642,0.9999936819076538
mp-560088,Cs2Li3F5,38,Amm2,0.091127606,False,0.9999946355819702,0.999996542930603,0.9999991655349731,0.9999998807907104,0.9999975562095642,0.9999946355819702
mp-1224866,Ga2BiN,160,R3m,0.223867811874999,False,0.9999933242797852,0.9999977350234984,0.9999991655349731,1.0,0.9999975562095642,0.9999933242797852
mp-542972,KNb2PS10,29,Pca2_1,0.0,True,0.999992847442627,0.9999979734420776,0.9999993642171224,1.0,0.9999975462754568,0.999992847442627
mp-1029938,K3W2N5,80,I4_1,0.0,True,0.9999927282333374,0.9999983310699464,0.9999991655349731,0.9999998807907104,0.9999975264072418,0.9999927282333374
mp-2228078,Rb2MgBi2O5,99,P4mm,0.317187480999998,False,0.9999940395355223,0.99999737739563,0.9999986489613852,1.0,0.9999975164731344,0.9999940395355223
mp-1035479,RbLiMg14O15,25,Pmm2,0.196157736169355,False,0.999994158744812,0.9999983310699464,0.9999993642171224,0.9999980926513672,0.999997486670812,0.999994158744812
mp-1212732,K2CdGeO4,29,Pca2_1,0.0,True,0.9999932050704956,0.9999977350234984,0.9999992450078328,0.9999997615814208,0.9999974866708119,0.9999932050704956
mp-1223528,KGaGeS4,4,P2_1,0.0,True,0.9999942779541016,0.9999969005584716,0.9999992450078328,0.9999995231628418,0.9999974866708119,0.9999942779541016
mp-1271276,SbN,29,Pca2_1,0.260043754375001,False,0.9999943971633912,0.999996304512024,0.9999993244806924,0.9999998807907104,0.9999974767367046,0.9999943971633912
mp-1223632,KNa2WN3,29,Pca2_1,0.0,True,0.9999920129776,0.9999983310699464,0.9999995231628418,1.0,0.999997466802597,0.9999920129776
mp-551176,Rb4CO4,5,C2,0.203984339444445,False,0.9999947547912598,0.999996542930603,0.9999990065892538,0.9999994039535522,0.9999974270661672,0.9999947547912598
mp-1078919,CsV2O5,183,P6mm,0.115052078750015,False,0.9999935626983644,0.9999969005584716,0.999999205271403,1.0,0.9999974171320597,0.9999935626983644
mp-1245604,MgTeN2,33,Pna2_1,0.458015282499999,False,0.9999923706054688,0.9999979734420776,0.9999992847442628,1.0,0.9999974071979523,0.9999923706054688
mp-1211941,K2TiZnO4,29,Pca2_1,0.0,True,0.9999932050704956,0.9999972581863404,0.9999992847442628,0.9999998807907104,0.9999974071979523,0.9999932050704956
mp-676290,RbHS,5,C2,0.264663303333333,False,0.9999946355819702,0.9999964237213136,0.9999988079071044,0.9999997615814208,0.9999974071979523,0.9999946355819702
mp-1189096,MgCN2,33,Pna2_1,0.5686124156250011,False,0.9999945163726808,0.9999959468841552,0.9999991655349731,1.0,0.9999974071979523,0.9999945163726808
mp-1039895,RbMg30BO31,25,Pmm2,0.142348418816737,False,0.999992847442627,0.9999972581863404,0.999999483426412,1.0,0.9999973972638448,0.999992847442627
mp-13108,SrHfO3,99,P4mm,0.032896416999999,False,0.9999942779541016,0.9999960660934448,0.9999991655349731,1.0,0.9999973773956299,0.9999942779541016
mp-1039931,CsMg30BO31,25,Pmm2,0.17151667156864,False,0.9999927282333374,0.9999972581863404,0.9999994039535522,1.0,0.9999973475933075,0.9999927282333374
mp-1030794,RbNaMg6O7,99,P4mm,0.480549339416664,False,0.9999922513961792,0.9999977350234984,0.9999993642171224,1.0,0.9999973376592001,0.9999922513961792
mp-29491,HS8N,29,Pca2_1,0.131150368812502,False,0.9999921321868896,0.9999980926513672,0.9999991257985432,1.0,0.9999973376592,0.9999921321868896
mp-1193678,Ta3NO6,8,Cm,0.0,True,0.9999945163726808,0.9999980926513672,0.9999992450078328,0.9999974966049194,0.9999973376592,0.9999945163726808
mp-1190911,Rb3V5O14,157,P31m,0.0,True,0.9999934434890748,0.9999966621398926,0.9999992450078328,1.0,0.9999973376592,0.9999934434890748
mp-1245540,LiReN2,33,Pna2_1,0.088610094791665,False,0.9999945163726808,0.9999958276748656,0.9999992450078328,0.9999997615814208,0.9999973376592,0.9999945163726808
mp-7667,K2S3,36,Cmc2_1,0.0,True,0.9999945163726808,0.9999955892562866,0.999999205271403,1.0,0.9999973277250925,0.9999945163726808
mp-1223509,KCSN,46,Ima2,0.036621322395832,False,0.9999933242797852,0.999996781349182,0.999999205271403,1.0,0.9999973277250925,0.9999933242797852
mp-1034744,NaMg14BO15,25,Pmm2,0.214838510810809,False,0.9999920129776,0.9999979734420776,0.9999992847442628,1.0,0.9999973177909851,0.9999920129776
mp-569340,Rb2ZnN12,29,Pca2_1,0.170190687777776,False,0.9999918937683104,0.9999982118606568,0.9999992847442628,0.9999998807907104,0.9999973177909851,0.9999918937683104
mp-1029857,Rb3W2N5,80,I4_1,0.0,True,0.9999929666519164,0.9999971389770508,0.9999991655349731,1.0,0.9999973177909851,0.9999929666519164
mp-1031661,KRbMg6O7,99,P4mm,0.636109537999995,False,0.9999921321868896,0.9999979734420776,0.9999992847442628,0.9999998807907104,0.9999973177909851,0.9999921321868896
mp-1209800,Rb2ZnGeO4,29,Pca2_1,0.0,True,0.9999932050704956,0.9999970197677612,0.9999991655349731,0.9999998807907104,0.9999973177909851,0.9999932050704956
mp-610992,HgC2(SN)2,5,C2,0.238275845255101,False,0.9999940395355223,0.9999982118606568,0.9999987284342448,0.9999982118606568,0.9999972979227701,0.9999940395355223
mp-1245510,Mg3MoN4,31,Pmn2_1,0.0,True,0.9999942779541016,0.9999955892562866,0.9999993244806924,1.0,0.9999972979227701,0.9999942779541016
mp-755642,Li3VS4,31,Pmn2_1,0.036820028749998,False,0.9999949932098388,0.9999951124191284,0.9999991655349731,0.9999998807907104,0.9999972879886627,0.9999949932098388
mp-1180222,Na5LiN2,5,C2,0.199375836957615,False,0.9999947547912598,0.9999955892562866,0.9999992847442628,0.9999995231628418,0.9999972879886627,0.9999947547912598
mp-1035393,NaLiMg14O15,25,Pmm2,0.09887372967742,False,0.9999939203262328,0.9999980926513672,0.9999992847442628,0.999997854232788,0.9999972879886627,0.9999939203262328
mp-1018719,HfTaNO3,25,Pmm2,0.166685767916666,False,0.9999916553497314,0.9999982118606568,0.9999993642171224,0.9999998807907104,0.9999972780545553,0.9999916553497314
mp-29928,Na3Li3N2,6,Pm,0.141908812424569,False,0.9999933242797852,0.99999737739563,0.9999990065892538,0.9999994039535522,0.9999972780545553,0.9999933242797852
mp-998235,CsTlF3,38,Amm2,0.064264036,False,0.9999936819076538,0.999996304512024,0.9999991257985432,1.0,0.9999972780545552,0.9999936819076538
mp-1189247,K3MoHS4O,31,Pmn2_1,0.1478307744375,False,0.9999948740005492,0.999995231628418,0.9999991257985432,0.9999998807907104,0.9999972780545552,0.9999948740005492
mp-1221155,Na4Sr2TiP4,9,Cc,0.0,True,0.9999939203262328,0.9999960660934448,0.999999443689982,0.9999996423721312,0.9999972681204478,0.9999939203262328
mp-1235245,LiZr2(SeO)2,25,Pmm2,0.350806584999998,False,0.9999916553497314,0.9999983310699464,0.999999205271403,0.9999998807907104,0.9999972681204478,0.9999916553497314
mp-1040287,KMg30BO31,25,Pmm2,0.117404061629147,False,0.9999921321868896,0.9999974966049194,0.999999443689982,1.0,0.9999972681204478,0.9999921321868896
mp-555092,K3WS3ClO,29,Pca2_1,0.161618833124999,False,0.999993085861206,0.9999969005584716,0.999999205271403,0.9999998807907104,0.9999972681204478,0.999993085861206
mp-541113,Cs3P7,76,P4_1,0.0,True,0.9999910593032836,0.9999986886978148,0.9999992847442628,1.0,0.9999972581863403,0.9999910593032836
mp-1063495,HgBrN,25,Pmm2,1.335738399999999,False,0.9999927282333374,0.9999972581863404,0.9999991257985432,0.9999998807907104,0.9999972482522328,0.9999927282333374
mp-23535,K2ZnBr4,4,P2_1,0.0,True,0.9999936819076538,0.9999974966049194,0.999998966852824,0.9999988079071044,0.9999972383181255,0.9999936819076538
mp-556552,K4VP2S9,33,Pna2_1,0.0,True,0.9999920129776,0.999997615814209,0.999999443689982,0.9999998807907104,0.9999972383181254,0.9999920129776
mp-561022,SrMgF4,4,P2_1,0.021730075000004,False,0.999993085861206,0.999997854232788,0.999999443689982,0.9999985694885254,0.9999972383181254,0.999993085861206
mp-2228147,KMgSb(PO4)2,146,R3,0.100325365192304,False,0.9999935626983644,0.9999961853027344,0.9999991655349731,1.0,0.9999972283840179,0.9999935626983644
mp-2223672,RbMgSbO3,160,R3m,0.203141085000003,False,0.9999939203262328,0.9999957084655762,0.9999990860621134,1.0,0.9999971787134806,0.9999939203262328
mp-1033650,CsRbMg6O7,99,P4mm,0.682906202749998,False,0.9999918937683104,0.9999972581863404,0.9999995231628418,1.0,0.9999971687793732,0.9999918937683104
mp-1040366,KLiMg30O31,99,P4mm,0.07248890299603,False,0.9999920129776,0.9999979734420776,0.9999991655349731,0.9999995231628418,0.9999971687793732,0.9999920129776
mp-1245750,KRuN,105,P4_2mc,0.375991106555554,False,0.9999923706054688,0.9999970197677612,0.9999992847442628,1.0,0.9999971687793732,0.9999923706054688
mp-1219584,RbNO3,160,R3m,0.0,True,0.9999936819076538,0.9999958276748656,0.9999991257985432,1.0,0.9999971588452656,0.9999936819076538
mp-1119092,Cs3W2N5,80,I4_1,0.022667108842103,False,0.9999908208847046,0.9999985694885254,0.999999205271403,1.0,0.9999971489111582,0.9999908208847046
mp-1223463,KCNO,46,Ima2,0.010794870555545,False,0.9999927282333374,0.999996542930603,0.9999993244806924,1.0,0.9999971489111582,0.9999927282333374
mp-1245865,CsIrN2,80,I4_1,0.306518884422413,False,0.999990940093994,0.9999983310699464,0.9999993244806924,1.0,0.9999971489111582,0.999990940093994
mp-1245794,LiIrN2,33,Pna2_1,0.229709886323528,False,0.999992609024048,0.999996781349182,0.999999205271403,0.9999998807907104,0.9999971191088358,0.999992609024048
mp-541538,K2CdSiO4,29,Pca2_1,0.0,True,0.9999920129776,0.99999737739563,0.9999991655349731,0.9999998807907104,0.9999971091747284,0.9999920129776
mp-647575,K2ZnCl4,33,Pna2_1,0.001061418095238,False,0.999992609024048,0.9999964237213136,0.999999483426412,0.9999998807907104,0.999997099240621,0.999992609024048
mp-675488,Li6I3N,8,Cm,0.0132816755,False,0.9999936819076538,0.9999977350234984,0.9999987284342448,0.9999982118606568,0.9999970893065134,0.9999936819076538
mp-1224035,K2SrCl4,9,Cc,0.028264421785712,False,0.9999946355819702,0.999995231628418,0.9999990860621134,0.9999994039535522,0.9999970893065134,0.9999946355819702
mp-35695,Li2HN,160,R3m,0.085785811874999,False,0.9999945163726808,0.9999947547912598,0.9999990860621134,1.0,0.9999970893065134,0.9999945163726808
mp-1019891,KPSO2,33,Pna2_1,0.009601876166662,False,0.999990940093994,0.9999982118606568,0.9999993244806924,0.9999998807907104,0.9999970893065134,0.999990940093994
mp-1080609,InSiCN,31,Pmn2_1,0.470986067718751,False,0.9999942779541016,0.9999946355819702,0.999999443689982,1.0,0.9999970893065134,0.9999942779541016
mp-570756,Cs3Li2Cl5,8,Cm,0.026562724500001,False,0.9999946355819702,0.9999953508377076,0.9999987681706748,0.9999995231628418,0.9999970694382986,0.9999946355819702
mp-950995,Li6PS5I,9,Cc,0.002124925961537,False,0.9999929666519164,0.9999980926513672,0.9999992450078328,0.9999979734420776,0.9999970694382985,0.9999929666519164
mp-778973,Zn(NO3)2,29,Pca2_1,0.006538474861111,False,0.9999912977218628,0.999997854232788,0.9999991257985432,1.0,0.9999970694382985,0.9999912977218628
mp-1205192,K6Zn3Cl10,33,Pna2_1,0.178126630219296,False,0.9999912977218628,0.999997615814209,0.999999443689982,0.9999998807907104,0.999997059504191,0.9999912977218628
mp-541537,K2ZnSiO4,29,Pca2_1,0.0,True,0.9999924898147584,0.999996781349182,0.9999990860621134,0.9999998807907104,0.999997059504191,0.9999924898147584
mp-560688,K4V5CdClO15,75,P4,0.0,True,0.999993085861206,0.9999959468841552,0.999999205271403,1.0,0.999997059504191,0.999993085861206
mp-6268,KTiPO5,33,Pna2_1,0.0,True,0.9999912977218628,0.999997615814209,0.9999994039535522,0.9999998807907104,0.9999970495700836,0.9999912977218628
mp-1200530,ZnH4C2(N2Cl)2,29,Pca2_1,0.034438648525647,False,0.9999933242797852,0.9999954700469972,0.9999993642171224,1.0,0.9999970396359762,0.9999933242797852
mp-1224269,K6Mo6C5Se8N5,79,I4,0.020820351840907,False,0.999991774559021,0.9999970197677612,0.9999993244806924,1.0,0.9999970297018687,0.999991774559021
mp-1236336,BaLiZrO3,160,R3m,0.310888015477431,False,0.9999943971633912,0.9999946355819702,0.9999990860621134,1.0,0.9999970297018687,0.9999943971633912
mp-19517,KVPO5,33,Pna2_1,0.069841338593736,False,0.999990940093994,0.999997854232788,0.9999992847442628,0.9999998807907104,0.9999969899654388,0.999990940093994
mp-557940,KNd(CO3)2,31,Pmn2_1,0.0,True,0.999990701675415,0.999997615814209,0.9999996026357016,1.0,0.9999969800313314,0.999990701675415
mp-1179789,Rb2V3O8,100,P4bm,0.008230377692307,False,0.9999912977218628,0.99999737739563,0.9999992450078328,1.0,0.9999969800313313,0.9999912977218628
mp-1247556,KBaN,160,R3m,0.32905545036111,False,0.9999934434890748,0.9999953508377076,0.9999990860621134,1.0,0.999996970097224,0.9999934434890748
mp-639149,KZrPSe6,26,Pmc2_1,0.154095425185183,False,0.9999912977218628,0.99999737739563,0.9999992847442628,0.9999998807907104,0.9999969601631165,0.9999912977218628
mp-1221212,Na4Ca2SnP4,9,Cc,0.004031504681819,False,0.9999927282333374,0.9999964237213136,0.999999483426412,0.9999991655349731,0.999996950229009,0.9999927282333374
mp-1192739,Cs2V3O8,100,P4bm,0.0,True,0.999991774559021,0.9999969005584716,0.9999990860621134,1.0,0.9999969402949015,0.999991774559021
mp-1211716,K2TiGe(PO5)2,33,Pna2_1,0.000240342734374,False,0.999990940093994,0.999997615814209,0.9999993244806924,0.9999998807907104,0.9999969402949015,0.999990940093994
mp-1203343,K3B3O10,33,Pna2_1,0.4144709409375,False,0.9999914169311525,0.9999970197677612,0.9999994039535522,0.9999998807907104,0.9999969303607941,0.9999914169311525
mp-1246728,MgPbN2,33,Pna2_1,0.291659117604165,False,0.9999910593032836,0.99999737739563,0.9999994039535522,0.9999998807907104,0.9999969303607941,0.9999910593032836
mp-1189847,K3HWS4O,31,Pmn2_1,0.155135092604165,False,0.9999942779541016,0.9999943971633912,0.9999991655349731,0.9999998807907104,0.9999969303607941,0.9999942779541016
mp-677617,KMgP2H5O9,33,Pna2_1,0.461998920277778,False,0.9999905824661256,0.999997854232788,0.9999992450078328,1.0,0.9999969204266865,0.9999905824661256
mp-1029791,MgSnN2,33,Pna2_1,0.0,True,0.9999916553497314,0.9999969005584716,0.999999205271403,0.9999998807907104,0.9999969104925791,0.9999916553497314
mp-861938,KLaSiS4,4,P2_1,0.0,True,0.999993085861206,0.9999974966049194,0.9999984900156657,0.9999985694885254,0.9999969104925791,0.999993085861206
mp-541214,KS2O3,9,Cc,0.041206475803571,False,0.9999933242797852,0.9999970197677612,0.9999994039535522,0.999997854232788,0.9999969005584717,0.9999933242797852
mp-1096876,CdO2,8,Cm,0.405941621666666,False,0.9999920129776,0.9999974966049194,0.9999986489613852,0.9999994039535522,0.9999968906243643,0.9999920129776
mp-1202651,KVAsO5,33,Pna2_1,0.088303403593746,False,0.9999916553497314,0.9999966621398926,0.9999993642171224,0.9999998807907104,0.9999968906243643,0.9999916553497314
mp-6628,CsCd(NO2)3,146,R3,0.080665799742424,False,0.9999934434890748,0.9999949932098388,0.9999991257985432,1.0,0.9999968906243641,0.9999934434890748
mp-2240078,CsMgBiO3,160,R3m,0.244858108333334,False,0.9999940395355223,0.9999943971633912,0.9999991257985432,1.0,0.9999968906243641,0.9999940395355223
mp-733853,K2HI2ClO6,29,Pca2_1,0.0,True,0.999991536140442,0.9999972581863404,0.999998966852824,0.9999997615814208,0.9999968806902568,0.999991536140442
mp-1190146,Na2Cd(GeS3)2,9,Cc,0.0,True,0.9999938011169434,0.9999958276748656,0.9999990860621134,0.9999988079071044,0.9999968806902567,0.9999938011169434
mp-1211814,KNbPO5,33,Pna2_1,0.056417987075296,False,0.999990701675415,0.999997615814209,0.9999993244806924,0.9999998807907104,0.9999968806902567,0.999990701675415
mp-557025,K2SeO4,33,Pna2_1,0.0,True,0.9999901056289672,0.9999980926513672,0.999999443689982,0.9999998807907104,0.9999968806902567,0.9999901056289672
mp-998308,CsScBr3,6,Pm,0.097612778333331,False,0.999994158744812,0.9999969005584716,0.99999737739563,0.9999990463256836,0.9999968707561493,0.999994158744812
